"x" "y" "CLASS"
0.176400895829199 0.621595084858688 "3"
0.166671146291248 0.609043957914592 "3"
0.163072777141463 0.607160954095429 "3"
0.168002571692155 0.602865019530828 "3"
0.147131412108449 0.5902587857597 "3"
0.181448561847667 0.583705510751113 "3"
0.166758765710369 0.585687982445645 "3"
0.156742479427808 0.569568114538308 "3"
0.161364648947724 0.545928371976796 "3"
0.167774399265217 0.558356887949662 "3"
0.151539187636969 0.548369942299403 "3"
0.180094942574913 0.531462077603686 "3"
0.177141364680718 0.545921171704773 "3"
0.18236424840325 0.534988498487679 "3"
0.178439088456088 0.522322522792067 "3"
0.176905408866009 0.522323878547052 "3"
0.176589029906693 0.518627418457264 "3"
0.192246450996945 0.512100256847554 "3"
0.202272332551256 0.481652231489312 "3"
0.190457228304161 0.501187973415516 "3"
0.21236015451071 0.486460505555359 "3"
0.198924070822068 0.471636751605195 "3"
0.226648627200338 0.469102364937012 "3"
0.200383471155756 0.469832547424815 "3"
0.215932875077431 0.47831361234895 "3"
0.221186235416071 0.464941698998253 "3"
0.2310421163653 0.463581114117599 "3"
0.244184013169113 0.444027968583297 "3"
0.238853872856736 0.432737571525348 "3"
0.233878977441468 0.423279478120521 "3"
0.245124601875763 0.41104343603528 "3"
0.252943766537119 0.429803700280466 "3"
0.245770076400245 0.415001908998684 "3"
0.258453236389155 0.398038396381946 "3"
0.274111614284776 0.411998531037009 "3"
0.271603704607278 0.398167936160853 "3"
0.276480142585874 0.392415023996427 "3"
0.279115319356586 0.405990799144516 "3"
0.294734575226107 0.390832279339924 "3"
0.307249585037009 0.384017211356658 "3"
0.297077300444726 0.384676190849794 "3"
0.316559597452619 0.380310626503672 "3"
0.511646215633741 0.60169550638222 "1"
0.322148388078293 0.390666756695121 "3"
0.331731631331698 0.360319708507388 "3"
0.336280447352619 0.378380250000932 "3"
0.335443329109591 0.383600591688218 "3"
0.351412972472535 0.368356337538255 "3"
0.340791890357968 0.367489830072792 "3"
0.354760790694787 0.352010930962327 "3"
0.376912789959694 0.356123200644197 "3"
0.380089736701723 0.353320037552846 "3"
0.381442526022303 0.338133820278189 "3"
0.39639330381315 0.363039348877184 "3"
0.421795024238733 0.363397517123519 "3"
0.407685809090141 0.355117950522447 "3"
0.385766413972612 0.368609762736612 "3"
0.425039343576164 0.358748394312239 "3"
0.420722908927138 0.355991352658773 "3"
0.435948758030704 0.349284773619501 "3"
0.415345216830345 0.348571547705972 "3"
0.458004295560716 0.347072593907508 "3"
0.446013512052208 0.34664870907812 "3"
0.463445809934111 0.350257328729311 "3"
0.487199281600186 0.349446159030128 "3"
0.482516696316792 0.352078746855717 "3"
0.495193139340498 0.35620412006447 "3"
0.482657107765438 0.351442878427138 "3"
0.487051569183916 0.348333236546035 "3"
0.488564910561915 0.354579725135118 "3"
0.526496668278106 0.369254286556427 "3"
0.537067189680724 0.364337238002806 "3"
0.502752743959608 0.375716270213358 "3"
0.528573321263878 0.384099167474614 "3"
0.552453175336678 0.381885932492988 "3"
0.533119385792472 0.382142192237948 "3"
0.558306334171692 0.391832483174661 "3"
0.550899751254351 0.392299058276598 "3"
0.55408458009139 0.376676297464338 "3"
0.587324790766438 0.380397983160543 "3"
0.58238786376554 0.402081942743184 "3"
0.593297730053812 0.402439791269376 "3"
0.596434095454878 0.40744601617742 "3"
0.577995525537916 0.406934539852999 "3"
0.614786281954468 0.41817525091276 "3"
0.597979915665965 0.422363373729763 "3"
0.63084164383028 0.43009808962145 "3"
0.619544127035838 0.442224470207612 "3"
0.612446912300471 0.455253804219375 "3"
0.627136108251578 0.42475529009204 "3"
0.630234982284666 0.425264549326981 "3"
0.625709048816423 0.472440308141149 "3"
0.641541317692203 0.455220772889411 "3"
0.637528299782828 0.45659418231795 "3"
0.641148979894389 0.465516615978819 "3"
0.649834620569636 0.473246472786386 "3"
0.678118709275163 0.477471502366702 "3"
0.67048578371188 0.49293807064816 "3"
0.662708027678276 0.484406261891176 "3"
0.666394758443908 0.500683770463885 "3"
0.663898600596913 0.497161511975401 "3"
0.67463219262818 0.497479551746633 "3"
0.651478377906383 0.51775023674423 "3"
0.694825598735233 0.53193977131723 "3"
0.681765988200538 0.524872074057595 "3"
0.677150091232127 0.539671499826377 "3"
0.681563966859693 0.555581142039002 "3"
0.705934781189829 0.545686240281201 "3"
0.675428422096726 0.559617325712457 "3"
0.703259455198087 0.550638552574569 "3"
0.693994157614834 0.568688073814348 "3"
0.681293672955066 0.585995989958949 "3"
0.710423944092397 0.590924335184243 "3"
0.690592848899885 0.594093272364996 "3"
0.708211668176999 0.584049386482226 "3"
0.698370594649982 0.605251854976942 "3"
0.689251807882297 0.616898721836244 "3"
0.694035875778442 0.613163070560291 "3"
0.362407394976482 0.582851690727164 "0"
0.299449708925409 0.637338993452426 "0"
0.337733841897412 0.632958436076196 "0"
0.300293724266795 0.559627651482845 "0"
0.351823027155198 0.569866182611637 "0"
0.34653348500695 0.596443890495722 "0"
0.320145124706016 0.638196416285701 "0"
0.354651064591482 0.567200144965317 "0"
0.30188801381246 0.652439145250943 "0"
0.355766939828906 0.602505903217377 "0"
0.35502604029056 0.64633395767029 "0"
0.31320421074108 0.629283391514533 "0"
0.364599766930899 0.556165233267208 "0"
0.335044173597885 0.626301483254587 "0"
0.32083719388626 0.582169461632846 "0"
0.323114018707164 0.623650432967881 "0"
0.349816944089902 0.634265950666293 "0"
0.30282850442572 0.595631180537092 "0"
0.310634437978721 0.586042399492823 "0"
0.311447076572063 0.635996895402937 "0"
0.381400222151329 0.590219016092387 "0"
0.339857851943438 0.638383632558478 "0"
0.384098331787562 0.585028930785875 "0"
0.355398363898011 0.630516242803328 "0"
0.364807228223887 0.632690144648962 "0"
0.304710775202109 0.629540385721962 "0"
0.306632401167054 0.613542007142638 "0"
0.358032747184317 0.580650597644127 "0"
0.326916363651883 0.551943540923064 "0"
0.366158624610524 0.578726635118936 "0"
0.31064321094824 0.582305885697839 "0"
0.313310121055239 0.650960590210733 "0"
0.344715153381522 0.618038465657105 "0"
0.317754375278547 0.557741354253657 "0"
0.345639727571982 0.596807377049793 "0"
0.343374354881191 0.62919622231891 "0"
0.386878431011406 0.607002945672468 "0"
0.311597901951314 0.626203392390458 "0"
0.355405975681095 0.562042245517863 "0"
0.372575985056917 0.569420892547271 "0"
0.291268909399027 0.558773282071059 "0"
0.330193963149462 0.554856584520433 "0"
0.366050047683987 0.608216563479759 "0"
0.383250646200781 0.628367775877229 "0"
0.315719482773541 0.625984497829677 "0"
0.284652769769868 0.615359800377444 "0"
0.378490575835083 0.588271633011793 "0"
0.375032703002753 0.591083217179459 "0"
0.380183866574748 0.56459326995876 "0"
0.344073965240584 0.587626550412154 "0"
0.296858641296053 0.592096970639641 "0"
0.304923417247523 0.627552570392607 "0"
0.346183790473425 0.586570139421798 "0"
0.289063312032998 0.578380355619285 "0"
0.307249053238011 0.563617125586391 "0"
0.321462299163743 0.62828360916486 "0"
0.342565558015116 0.567349000463894 "0"
0.351867068092166 0.601869920799259 "0"
0.314183792182882 0.635922320321511 "0"
0.297178481457432 0.611930774447996 "0"
0.320999544765366 0.570482974938167 "0"
0.369734254833268 0.614390869146954 "0"
0.369539529460045 0.598347863190639 "0"
0.317223357136056 0.624670517982274 "0"
0.309882185722217 0.645729198547867 "0"
0.300585754675109 0.584239894450405 "0"
0.328227583027485 0.608256235516127 "0"
