,true_label,2,3,4
0,2,0,1,3
1,2,0,1,3
2,2,0,1,3
3,2,0,1,3
4,2,0,1,3
5,2,0,1,3
6,2,0,1,3
7,2,0,1,3
8,2,0,1,3
9,2,0,1,3
10,2,0,1,3
11,2,0,1,3
12,2,0,1,3
13,2,0,1,3
14,2,0,1,3
15,2,0,1,3
16,2,0,1,3
17,2,0,1,3
18,2,0,1,3
19,2,0,1,3
20,2,0,1,3
21,2,0,1,3
22,2,0,1,3
23,2,0,1,3
24,2,0,1,3
25,2,0,1,3
26,2,0,1,3
27,2,0,1,3
28,2,0,1,3
29,2,0,1,3
30,2,0,1,3
31,2,0,1,3
32,2,0,1,3
33,2,0,1,3
34,2,0,1,3
35,2,0,1,3
36,2,0,1,3
37,2,0,1,3
38,2,0,1,3
39,2,0,1,3
40,2,0,1,3
41,2,0,1,3
42,2,0,1,3
43,2,0,1,3
44,2,0,1,3
45,2,0,1,3
46,2,0,1,3
47,2,0,1,3
48,2,0,1,3
49,2,0,1,3
50,2,0,1,2
51,2,0,1,2
52,2,0,1,2
53,2,0,1,3
54,2,0,1,3
55,2,0,1,2
56,2,0,1,2
57,2,0,1,2
58,2,0,1,2
59,2,0,1,2
60,2,0,1,2
61,2,0,1,2
62,2,0,1,2
63,2,0,1,2
64,2,0,1,2
65,2,0,1,2
66,2,0,1,2
67,2,0,1,2
68,2,0,1,2
69,2,0,1,2
70,2,0,1,2
71,2,0,1,2
72,2,0,1,2
73,2,0,1,2
74,2,0,1,2
75,2,0,1,2
76,2,0,1,2
77,2,0,1,2
78,2,0,1,2
79,2,0,1,2
80,2,0,1,2
81,2,0,1,2
82,2,0,1,2
83,2,0,1,2
84,2,0,1,2
85,2,0,1,2
86,2,0,1,2
87,2,0,1,2
88,2,0,1,2
89,2,0,1,2
90,2,0,1,2
91,2,0,0,2
92,2,1,0,2
93,2,0,0,2
94,2,0,0,2
95,2,0,0,2
96,2,0,0,2
97,1,0,1,2
98,1,0,1,2
99,1,0,1,2
100,1,0,1,2
101,1,0,1,2
102,1,0,1,2
103,1,0,1,2
104,1,0,1,2
105,1,0,1,2
106,1,0,1,2
107,1,0,1,2
108,1,0,1,2
109,1,0,1,2
110,1,0,1,2
111,1,0,1,2
112,1,0,1,2
113,1,0,1,2
114,1,0,1,2
115,1,0,1,2
116,1,0,1,2
117,1,0,1,2
118,1,0,1,2
119,1,0,1,2
120,1,0,1,2
121,1,0,1,2
122,1,0,1,2
123,1,0,1,2
124,1,0,1,2
125,1,0,1,2
126,1,0,1,2
127,1,0,1,2
128,1,0,1,2
129,1,0,1,2
130,1,0,1,2
131,1,0,1,2
132,1,0,1,2
133,1,0,0,2
134,1,0,0,2
135,1,0,0,2
136,1,0,0,2
137,1,0,0,2
138,1,0,0,2
139,1,0,0,2
140,1,0,0,2
141,1,0,0,2
142,1,0,0,2
143,1,0,0,2
144,1,0,0,2
145,1,0,0,2
146,1,0,0,2
147,1,0,0,2
148,1,0,0,2
149,1,0,0,0
150,1,0,0,0
151,1,0,0,0
152,1,0,0,0
153,1,0,0,0
154,1,0,0,0
155,1,0,0,0
156,1,0,0,0
157,1,0,0,0
158,1,0,0,0
159,1,0,0,0
160,1,0,0,0
161,1,0,0,0
162,1,0,0,0
163,1,0,0,0
164,1,0,0,0
165,1,0,0,0
166,1,0,0,0
167,1,0,0,0
168,1,0,0,0
169,1,0,0,0
170,1,0,0,0
171,1,0,0,0
172,1,0,0,0
173,1,0,0,0
174,1,0,0,0
175,1,1,0,0
176,1,0,0,0
177,1,1,0,0
178,1,1,0,0
179,1,1,0,0
180,1,1,0,0
181,1,1,0,0
182,1,1,0,0
183,1,1,0,0
184,1,1,0,0
185,1,1,0,0
186,1,1,0,0
187,1,1,0,0
188,1,1,0,0
189,1,1,0,0
190,1,1,0,0
191,1,1,0,0
192,1,1,0,0
193,1,1,0,0
194,1,1,0,0
195,1,1,0,0
196,1,1,0,0
197,1,1,0,0
198,1,1,0,0
199,1,1,0,0
200,1,1,0,0
201,1,1,0,0
202,1,1,0,0
203,1,1,0,0
204,1,1,0,0
205,1,1,0,0
206,1,1,0,0
207,1,1,0,0
208,1,1,0,0
209,1,1,0,0
210,1,1,0,0
211,1,1,0,0
212,1,1,0,0
213,1,1,0,0
214,1,1,0,0
215,1,1,0,0
216,1,1,0,0
217,1,1,0,0
218,1,1,0,0
219,1,1,0,0
220,1,1,0,0
221,1,1,0,0
222,1,1,0,0
223,1,1,0,0
224,1,1,0,0
225,1,1,0,0
226,1,1,0,0
227,1,1,0,0
228,1,1,0,0
229,1,1,0,0
230,1,1,0,0
231,1,1,0,0
232,1,1,0,0
233,1,1,0,0
234,1,1,0,0
235,1,1,0,0
236,1,1,0,0
237,1,1,0,0
238,1,1,0,0
239,1,1,0,0
240,1,1,0,0
241,1,1,0,0
242,1,1,0,0
243,1,1,0,0
244,1,1,0,0
245,1,1,0,0
246,1,1,0,0
247,1,1,0,0
248,1,1,0,0
249,1,1,0,0
250,1,1,0,0
251,1,1,0,0
252,1,1,0,0
253,1,1,0,0
254,1,1,0,0
255,1,1,0,0
256,1,1,0,0
257,1,1,0,0
258,1,1,0,0
259,1,1,0,0
260,1,1,0,0
261,1,1,0,0
262,1,1,0,0
263,1,1,0,0
264,1,1,2,1
265,1,1,2,1
266,1,1,2,1
267,1,1,2,1
268,1,1,2,1
269,1,1,2,1
270,1,1,2,1
271,1,1,2,1
272,1,1,2,1
273,1,1,2,1
274,1,1,2,1
275,1,1,2,1
276,1,1,2,1
277,1,1,2,1
278,1,1,2,1
279,1,1,2,1
280,1,1,2,1
281,1,1,2,1
282,1,1,2,1
283,1,1,2,1
284,1,1,2,1
285,1,1,2,1
286,1,1,2,1
287,1,1,2,1
288,1,1,2,1
289,1,1,2,1
290,1,1,2,1
291,1,1,2,1
292,1,1,2,1
293,1,1,2,1
294,1,1,2,1
295,1,1,2,1
296,1,1,2,1
297,1,1,2,1
298,1,1,2,1
299,1,1,2,1
300,1,1,2,1
301,1,1,2,1
302,1,1,2,1
303,1,1,2,1
304,1,1,2,1
305,1,1,2,1
306,1,1,2,1
307,1,1,0,0
308,1,1,2,1
309,1,1,2,1
310,1,1,2,1
311,1,1,2,1
312,1,1,2,1
313,1,1,2,1
314,1,1,2,1
315,1,1,2,1
316,1,1,2,1
317,1,1,2,1
318,1,1,2,1
319,1,1,2,1
320,1,1,2,1
321,1,1,2,1
322,1,1,2,1
323,1,1,2,1
324,1,1,2,1
325,1,1,2,1
326,1,1,2,1
327,1,1,2,1
328,1,1,2,1
329,1,1,2,1
330,1,1,2,1
331,1,1,2,1
332,1,1,2,1
333,1,1,2,1
334,1,1,2,1
335,1,1,2,1
336,1,1,2,1
337,1,1,2,1
338,1,1,2,1
339,1,1,2,1
340,1,1,2,1
341,1,1,2,1
342,1,1,2,1
343,1,1,2,1
344,1,1,2,1
345,1,1,2,1
346,1,1,2,1
347,1,1,2,1
348,1,1,2,1
349,1,1,2,1
350,1,1,2,1
351,1,1,2,1
352,1,1,2,1
353,1,1,2,1
354,1,1,2,1
355,1,1,2,1
356,1,1,2,1
357,1,1,2,1
358,1,1,2,1
359,1,1,2,1
360,1,1,2,1
361,1,1,2,1
362,1,1,2,1
363,1,1,2,1
364,1,1,2,1
365,1,1,2,1
366,1,1,2,1
367,1,1,2,1
368,1,1,2,1
369,1,1,2,1
370,1,1,2,1
371,1,1,2,1
372,1,1,2,1
