,true_label,2,3,4,5
0,1,1,0,1,2
1,1,1,0,1,2
2,1,1,0,1,2
3,1,1,0,1,2
4,1,1,0,1,2
5,1,1,0,1,2
6,1,1,0,1,2
7,1,1,0,1,2
8,1,1,0,1,2
9,1,1,0,1,2
10,1,1,0,1,2
11,1,1,0,1,2
12,1,1,0,1,2
13,1,1,0,1,2
14,1,1,0,1,2
15,1,1,0,1,2
16,1,1,0,1,2
17,1,1,0,1,2
18,1,1,0,1,2
19,1,1,0,1,2
20,1,1,0,1,2
21,1,1,0,1,4
22,1,1,0,1,4
23,1,1,0,1,4
24,1,1,0,1,4
25,1,1,0,1,4
26,1,1,0,1,4
27,1,1,0,1,4
28,1,1,0,1,4
29,1,1,0,1,4
30,1,1,0,0,4
31,1,1,0,0,4
32,1,1,0,0,4
33,1,1,0,0,4
34,1,1,0,0,4
35,1,1,2,0,4
36,1,1,2,0,4
37,1,1,2,0,4
38,1,1,2,0,4
39,1,1,2,0,4
40,1,1,2,0,4
41,1,1,2,0,4
42,1,1,2,0,0
43,1,1,2,0,0
44,1,1,2,0,0
45,1,1,2,0,0
46,1,1,2,0,0
47,1,1,2,0,0
48,1,1,2,0,0
49,1,1,2,0,0
50,1,1,2,0,0
51,1,1,2,0,0
52,1,0,2,0,0
53,1,0,2,0,0
54,1,0,2,0,0
55,1,0,2,0,0
56,1,0,2,0,0
57,1,0,2,0,0
58,1,0,2,3,0
59,1,0,2,3,0
60,1,0,2,3,0
61,1,0,2,3,0
62,1,0,2,3,0
63,1,0,2,3,0
64,1,0,2,3,0
65,1,0,2,3,0
66,1,0,2,3,0
67,1,0,2,3,1
68,1,0,1,3,1
69,1,0,1,3,1
70,1,0,1,3,1
71,1,0,1,3,1
72,1,0,1,3,1
73,1,0,1,3,1
74,1,0,1,3,1
75,1,0,1,3,1
76,1,0,1,3,1
77,1,0,1,3,1
78,1,0,1,3,1
79,1,0,1,3,1
80,1,0,1,3,1
81,1,0,1,3,1
82,1,0,1,2,1
83,1,0,1,2,3
84,1,0,1,2,3
85,1,0,1,2,3
86,1,0,1,2,3
87,1,0,1,2,3
88,1,0,1,2,3
89,1,0,1,2,3
90,1,0,1,2,3
91,1,0,1,2,3
92,1,0,1,2,3
93,1,0,1,2,3
94,1,0,1,2,3
95,1,0,1,2,3
96,1,0,1,2,3
97,1,0,1,2,3
98,1,0,1,2,3
99,1,0,1,2,3
100,1,0,1,2,3
101,1,0,1,2,3
102,1,0,1,2,3
103,1,0,1,3,1
104,1,0,1,3,1
105,1,0,1,3,1
106,1,0,1,3,1
107,1,0,1,2,1
108,3,0,1,2,3
109,1,0,1,2,3
110,3,0,1,2,3
111,3,0,1,2,3
112,3,0,1,2,3
113,3,0,1,2,3
114,3,0,1,2,3
115,3,0,1,2,3
116,3,0,1,2,3
117,3,0,1,2,3
118,3,0,1,2,3
119,3,0,1,2,3
120,3,0,1,2,3
121,3,0,1,2,3
122,3,0,1,2,3
123,3,0,1,2,3
124,3,0,1,2,3
125,3,0,1,2,3
126,3,0,1,2,3
127,3,0,1,2,3
128,3,0,1,2,3
129,3,0,1,2,3
130,3,0,1,2,3
131,3,0,1,2,3
132,3,0,1,2,3
133,3,0,1,2,3
134,3,0,1,2,3
135,3,0,1,2,3
136,3,0,1,2,1
137,3,0,1,2,3
138,3,0,1,2,1
139,3,0,1,2,1
140,3,0,1,2,1
